money_source,cycle,politician_name,district_run_for,house,sector,amount_raised
p,1996,Ron Wyden (D),ORS2,s,Ideology/Single-Issue,421805
p,1996,Ron Wyden (D),ORS2,s,Labor,409303
p,1996,Ron Wyden (D),ORS2,s,Lawyers & Lobbyists,35550
i,1996,Ron Wyden (D),ORS2,s,Lawyers & Lobbyists,274128
i,1996,Ron Wyden (D),ORS2,s,Misc Business,231150
p,1996,Ron Wyden (D),ORS2,s,Misc Business,27250
p,1996,Ron Wyden (D),ORS2,s,Non-contribution,497440
i,1996,Ron Wyden (D),ORS2,s,Non-contribution,60100
p,1996,Ron Wyden (D),ORS2,s,Other,2000
i,1996,Ron Wyden (D),ORS2,s,Other,148371
p,1996,Ron Wyden (D),ORS2,s,Party Cmte,305391
i,1996,Ron Wyden (D),ORS2,s,Transportation,49750
p,1996,Ron Wyden (D),ORS2,s,Transportation,48500
i,1996,Ron Wyden (D),ORS2,s,Unknown,413605
p,1996,Ron Wyden (D),ORS2,s,Unknown,6964
i,1996,Sam Brownback (R),KSS2,s,Agribusiness,51770
p,1996,Sam Brownback (R),KSS2,s,Agribusiness,94000
p,1996,Sam Brownback (R),KSS2,s,Communic/Electronics,40720
i,1996,Sam Brownback (R),KSS2,s,Communic/Electronics,36100
p,1996,Sam Brownback (R),KSS2,s,Construction,51173
i,1996,Sam Brownback (R),KSS2,s,Construction,54422
i,1996,Sam Brownback (R),KSS2,s,Defense,1000
p,1996,Sam Brownback (R),KSS2,s,Defense,14500
p,1996,Sam Brownback (R),KSS2,s,Energy/Nat Resource,61500
i,1996,Sam Brownback (R),KSS2,s,Energy/Nat Resource,75475
i,1996,Sam Brownback (R),KSS2,s,Finance/Insur/RealEst,175300
p,1996,Sam Brownback (R),KSS2,s,Finance/Insur/RealEst,145138
i,1996,Sam Brownback (R),KSS2,s,Health,107886
p,1996,Sam Brownback (R),KSS2,s,Health,35000
i,1996,Sam Brownback (R),KSS2,s,Ideology/Single-Issue,47412
p,1996,Sam Brownback (R),KSS2,s,Ideology/Single-Issue,290144
p,1996,Sam Brownback (R),KSS2,s,Labor,2006
p,1996,Sam Brownback (R),KSS2,s,Lawyers & Lobbyists,8500
i,1996,Sam Brownback (R),KSS2,s,Lawyers & Lobbyists,46947
i,1996,Sam Brownback (R),KSS2,s,Misc Business,107574
p,1996,Sam Brownback (R),KSS2,s,Misc Business,117249
i,1996,Sam Brownback (R),KSS2,s,Non-contribution,13000
p,1996,Sam Brownback (R),KSS2,s,Non-contribution,138375
i,1996,Sam Brownback (R),KSS2,s,Other,83005
p,1996,Sam Brownback (R),KSS2,s,Party Cmte,890676
i,1996,Sam Brownback (R),KSS2,s,Party Cmte,500
p,1996,Sam Brownback (R),KSS2,s,Transportation,82389
i,1996,Sam Brownback (R),KSS2,s,Transportation,24500
i,1996,Sam Brownback (R),KSS2,s,Unknown,245074
p,1996,Strom Thurmond (R),SCS2,s,Agribusiness,60350
i,1996,Strom Thurmond (R),SCS2,s,Agribusiness,38946
p,1996,Strom Thurmond (R),SCS2,s,Communic/Electronics,46700
i,1996,Strom Thurmond (R),SCS2,s,Communic/Electronics,23600
p,1996,Strom Thurmond (R),SCS2,s,Construction,40800
i,1996,Strom Thurmond (R),SCS2,s,Construction,77850
i,1996,Strom Thurmond (R),SCS2,s,Defense,5000
p,1996,Strom Thurmond (R),SCS2,s,Defense,123500
i,1996,Strom Thurmond (R),SCS2,s,Energy/Nat Resource,14235
p,1996,Strom Thurmond (R),SCS2,s,Energy/Nat Resource,60000
p,1996,Strom Thurmond (R),SCS2,s,Finance/Insur/RealEst,157999
i,1996,Strom Thurmond (R),SCS2,s,Finance/Insur/RealEst,140954
p,1996,Strom Thurmond (R),SCS2,s,Health,55000
i,1996,Strom Thurmond (R),SCS2,s,Health,84150
i,1996,Strom Thurmond (R),SCS2,s,Ideology/Single-Issue,5650
p,1996,Strom Thurmond (R),SCS2,s,Ideology/Single-Issue,82186
p,1996,Strom Thurmond (R),SCS2,s,Labor,6000
i,1996,Strom Thurmond (R),SCS2,s,Lawyers & Lobbyists,125678
p,1996,Strom Thurmond (R),SCS2,s,Lawyers & Lobbyists,29500
p,1996,Strom Thurmond (R),SCS2,s,Misc Business,90957
i,1996,Strom Thurmond (R),SCS2,s,Misc Business,165610
i,1996,Strom Thurmond (R),SCS2,s,Non-contribution,5200
i,1996,Strom Thurmond (R),SCS2,s,Other,130915
p,1996,Strom Thurmond (R),SCS2,s,Party Cmte,355712
i,1996,Strom Thurmond (R),SCS2,s,Party Cmte,2000
p,1996,Strom Thurmond (R),SCS2,s,Transportation,38000
i,1996,Strom Thurmond (R),SCS2,s,Transportation,45450
i,1996,Strom Thurmond (R),SCS2,s,Unknown,144270
p,1996,Susan Collins (R),MES2,s,Agribusiness,74449
i,1996,Susan Collins (R),MES2,s,Agribusiness,39084
i,1996,Susan Collins (R),MES2,s,Candidate,1196
p,1996,Susan Collins (R),MES2,s,Communic/Electronics,28500
i,1996,Susan Collins (R),MES2,s,Communic/Electronics,14750
p,1996,Susan Collins (R),MES2,s,Construction,27231
i,1996,Susan Collins (R),MES2,s,Construction,26397
p,1996,Susan Collins (R),MES2,s,Defense,15750
p,1996,Susan Collins (R),MES2,s,Energy/Nat Resource,23250
i,1996,Susan Collins (R),MES2,s,Energy/Nat Resource,20443
i,1996,Susan Collins (R),MES2,s,Finance/Insur/RealEst,157034
p,1996,Susan Collins (R),MES2,s,Finance/Insur/RealEst,112254
p,1996,Susan Collins (R),MES2,s,Health,201697
i,1996,Susan Collins (R),MES2,s,Health,25175
i,1996,Susan Collins (R),MES2,s,Ideology/Single-Issue,35743
p,1996,Susan Collins (R),MES2,s,Ideology/Single-Issue,153704
p,1996,Susan Collins (R),MES2,s,Joint Candidate Cmtes,-5000
p,1996,Susan Collins (R),MES2,s,Lawyers & Lobbyists,3750
i,1996,Susan Collins (R),MES2,s,Lawyers & Lobbyists,42217
i,1996,Susan Collins (R),MES2,s,Misc Business,78060
p,1996,Susan Collins (R),MES2,s,Misc Business,94709
i,1996,Susan Collins (R),MES2,s,Non-contribution,30100
i,1996,Susan Collins (R),MES2,s,Other,129605
p,1996,Susan Collins (R),MES2,s,Party Cmte,643336
p,1996,Susan Collins (R),MES2,s,Transportation,42250
i,1996,Susan Collins (R),MES2,s,Transportation,7140
i,1996,Susan Collins (R),MES2,s,Unknown,138869
p,1996,Ted Stevens (R),AKS1,s,Agribusiness,47150
i,1996,Ted Stevens (R),AKS1,s,Agribusiness,18800
i,1996,Ted Stevens (R),AKS1,s,Communic/Electronics,63850
p,1996,Ted Stevens (R),AKS1,s,Communic/Electronics,103900
p,1996,Ted Stevens (R),AKS1,s,Construction,47621
i,1996,Ted Stevens (R),AKS1,s,Construction,37800
i,1996,Ted Stevens (R),AKS1,s,Defense,44800
p,1996,Ted Stevens (R),AKS1,s,Defense,199000
i,1996,Ted Stevens (R),AKS1,s,Energy/Nat Resource,98105
p,1996,Ted Stevens (R),AKS1,s,Energy/Nat Resource,153805
p,1996,Ted Stevens (R),AKS1,s,Finance/Insur/RealEst,124650
i,1996,Ted Stevens (R),AKS1,s,Finance/Insur/RealEst,106375
p,1996,Ted Stevens (R),AKS1,s,Health,69250
i,1996,Ted Stevens (R),AKS1,s,Health,22800
i,1996,Ted Stevens (R),AKS1,s,Ideology/Single-Issue,35150
p,1996,Ted Stevens (R),AKS1,s,Ideology/Single-Issue,104048
i,1996,Ted Stevens (R),AKS1,s,Labor,500
p,1996,Ted Stevens (R),AKS1,s,Labor,121000
i,1996,Ted Stevens (R),AKS1,s,Lawyers & Lobbyists,144471
p,1996,Ted Stevens (R),AKS1,s,Lawyers & Lobbyists,49094
i,1996,Ted Stevens (R),AKS1,s,Misc Business,127660
p,1996,Ted Stevens (R),AKS1,s,Misc Business,71032
i,1996,Ted Stevens (R),AKS1,s,Non-contribution,5500
i,1996,Ted Stevens (R),AKS1,s,Other,84800
p,1996,Ted Stevens (R),AKS1,s,Other,7000
p,1996,Ted Stevens (R),AKS1,s,Party Cmte,30000
i,1996,Ted Stevens (R),AKS1,s,Party Cmte,500
i,1996,Ted Stevens (R),AKS1,s,Transportation,138640
p,1996,Ted Stevens (R),AKS1,s,Transportation,123500
i,1996,Ted Stevens (R),AKS1,s,Unknown,325653
p,1996,Thad Cochran (R),MSS1,s,Agribusiness,114213
i,1996,Thad Cochran (R),MSS1,s,Agribusiness,20891
i,1996,Thad Cochran (R),MSS1,s,Communic/Electronics,2000
p,1996,Thad Cochran (R),MSS1,s,Communic/Electronics,40500
i,1996,Thad Cochran (R),MSS1,s,Construction,7150
p,1996,Thad Cochran (R),MSS1,s,Construction,25000
p,1996,Thad Cochran (R),MSS1,s,Defense,62175
i,1996,Thad Cochran (R),MSS1,s,Energy/Nat Resource,6285
p,1996,Thad Cochran (R),MSS1,s,Energy/Nat Resource,47250
i,1996,Thad Cochran (R),MSS1,s,Finance/Insur/RealEst,10700
p,1996,Thad Cochran (R),MSS1,s,Finance/Insur/RealEst,100000
i,1996,Thad Cochran (R),MSS1,s,Health,6450
p,1996,Thad Cochran (R),MSS1,s,Health,32000
p,1996,Thad Cochran (R),MSS1,s,Ideology/Single-Issue,25216
i,1996,Thad Cochran (R),MSS1,s,Ideology/Single-Issue,7050
p,1996,Thad Cochran (R),MSS1,s,Labor,15000
p,1996,Thad Cochran (R),MSS1,s,Lawyers & Lobbyists,8000
i,1996,Thad Cochran (R),MSS1,s,Lawyers & Lobbyists,17550
p,1996,Thad Cochran (R),MSS1,s,Misc Business,35782
i,1996,Thad Cochran (R),MSS1,s,Misc Business,11250
i,1996,Thad Cochran (R),MSS1,s,Non-contribution,4000
i,1996,Thad Cochran (R),MSS1,s,Other,8500
p,1996,Thad Cochran (R),MSS1,s,Party Cmte,17500
p,1996,Thad Cochran (R),MSS1,s,Transportation,38250
i,1996,Thad Cochran (R),MSS1,s,Transportation,4000
i,1996,Thad Cochran (R),MSS1,s,Unknown,29050
p,1996,Tim Hutchinson (R),ARS1,s,Agribusiness,91250
i,1996,Tim Hutchinson (R),ARS1,s,Agribusiness,83200
p,1996,Tim Hutchinson (R),ARS1,s,Communic/Electronics,23002
i,1996,Tim Hutchinson (R),ARS1,s,Communic/Electronics,10750
i,1996,Tim Hutchinson (R),ARS1,s,Construction,53150
p,1996,Tim Hutchinson (R),ARS1,s,Construction,40273
i,1996,Tim Hutchinson (R),ARS1,s,Defense,300
p,1996,Tim Hutchinson (R),ARS1,s,Defense,1500
p,1996,Tim Hutchinson (R),ARS1,s,Energy/Nat Resource,51250
i,1996,Tim Hutchinson (R),ARS1,s,Energy/Nat Resource,37400
p,1996,Tim Hutchinson (R),ARS1,s,Finance/Insur/RealEst,97300
i,1996,Tim Hutchinson (R),ARS1,s,Finance/Insur/RealEst,104500
i,1996,Tim Hutchinson (R),ARS1,s,Health,89615
p,1996,Tim Hutchinson (R),ARS1,s,Health,38700
i,1996,Tim Hutchinson (R),ARS1,s,Ideology/Single-Issue,19250
p,1996,Tim Hutchinson (R),ARS1,s,Ideology/Single-Issue,87270
p,1996,Tim Hutchinson (R),ARS1,s,Labor,2500
p,1996,Tim Hutchinson (R),ARS1,s,Lawyers & Lobbyists,4379
i,1996,Tim Hutchinson (R),ARS1,s,Lawyers & Lobbyists,22050
p,1996,Tim Hutchinson (R),ARS1,s,Misc Business,97898
i,1996,Tim Hutchinson (R),ARS1,s,Misc Business,95170
i,1996,Tim Hutchinson (R),ARS1,s,Non-contribution,20200
p,1996,Tim Hutchinson (R),ARS1,s,Non-contribution,132000
i,1996,Tim Hutchinson (R),ARS1,s,Other,59866
p,1996,Tim Hutchinson (R),ARS1,s,Party Cmte,396527
i,1996,Tim Hutchinson (R),ARS1,s,Party Cmte,10500
p,1996,Tim Hutchinson (R),ARS1,s,Transportation,76017
i,1996,Tim Hutchinson (R),ARS1,s,Transportation,29400
i,1996,Tim Hutchinson (R),ARS1,s,Unknown,87250
p,1996,Tim Hutchinson (R),ARS1,s,Unknown,656
i,1996,Tim Johnson (D),SDS2,s,Agribusiness,55306
p,1996,Tim Johnson (D),SDS2,s,Agribusiness,113800
p,1996,Tim Johnson (D),SDS2,s,Communic/Electronics,27000
i,1996,Tim Johnson (D),SDS2,s,Communic/Electronics,43500
p,1996,Tim Johnson (D),SDS2,s,Construction,9000
i,1996,Tim Johnson (D),SDS2,s,Construction,14350
i,1996,Tim Johnson (D),SDS2,s,Defense,750
i,1996,Tim Johnson (D),SDS2,s,Energy/Nat Resource,17050
p,1996,Tim Johnson (D),SDS2,s,Energy/Nat Resource,23075
i,1996,Tim Johnson (D),SDS2,s,Finance/Insur/RealEst,143270
p,1996,Tim Johnson (D),SDS2,s,Finance/Insur/RealEst,62550
i,1996,Tim Johnson (D),SDS2,s,Health,123170
p,1996,Tim Johnson (D),SDS2,s,Health,111778
i,1996,Tim Johnson (D),SDS2,s,Ideology/Single-Issue,97361
p,1996,Tim Johnson (D),SDS2,s,Ideology/Single-Issue,110310
p,1996,Tim Johnson (D),SDS2,s,Labor,324067
i,1996,Tim Johnson (D),SDS2,s,Labor,1500
i,1996,Tim Johnson (D),SDS2,s,Lawyers & Lobbyists,423113
p,1996,Tim Johnson (D),SDS2,s,Lawyers & Lobbyists,49174
i,1996,Tim Johnson (D),SDS2,s,Misc Business,103658
p,1996,Tim Johnson (D),SDS2,s,Misc Business,29400
i,1996,Tim Johnson (D),SDS2,s,Non-contribution,25581
p,1996,Tim Johnson (D),SDS2,s,Other,5500
i,1996,Tim Johnson (D),SDS2,s,Other,92750
p,1996,Tim Johnson (D),SDS2,s,Party Cmte,147656
i,1996,Tim Johnson (D),SDS2,s,Transportation,7900
p,1996,Tim Johnson (D),SDS2,s,Transportation,9500
i,1996,Tim Johnson (D),SDS2,s,Unknown,226987
i,1996,Tom Harkin (D),IAS2,s,Agribusiness,43615
p,1996,Tom Harkin (D),IAS2,s,Agribusiness,125038
p,1996,Tom Harkin (D),IAS2,s,Communic/Electronics,60000
i,1996,Tom Harkin (D),IAS2,s,Communic/Electronics,72500
p,1996,Tom Harkin (D),IAS2,s,Construction,6500
i,1996,Tom Harkin (D),IAS2,s,Construction,21950
i,1996,Tom Harkin (D),IAS2,s,Defense,2250
p,1996,Tom Harkin (D),IAS2,s,Defense,31000
i,1996,Tom Harkin (D),IAS2,s,Energy/Nat Resource,23450
p,1996,Tom Harkin (D),IAS2,s,Energy/Nat Resource,24300
p,1996,Tom Harkin (D),IAS2,s,Finance/Insur/RealEst,115235
i,1996,Tom Harkin (D),IAS2,s,Finance/Insur/RealEst,211201
p,1996,Tom Harkin (D),IAS2,s,Health,115342
i,1996,Tom Harkin (D),IAS2,s,Health,255157
i,1996,Tom Harkin (D),IAS2,s,Ideology/Single-Issue,168223
p,1996,Tom Harkin (D),IAS2,s,Ideology/Single-Issue,202513
i,1996,Tom Harkin (D),IAS2,s,Labor,1741
p,1996,Tom Harkin (D),IAS2,s,Labor,321573
p,1996,Tom Harkin (D),IAS2,s,Lawyers & Lobbyists,47548
i,1996,Tom Harkin (D),IAS2,s,Lawyers & Lobbyists,329991
p,1996,Tom Harkin (D),IAS2,s,Misc Business,32007
i,1996,Tom Harkin (D),IAS2,s,Misc Business,124800
i,1996,Tom Harkin (D),IAS2,s,Non-contribution,14500
p,1996,Tom Harkin (D),IAS2,s,Non-contribution,27983
i,1996,Tom Harkin (D),IAS2,s,Other,199911
p,1996,Tom Harkin (D),IAS2,s,Other,14950
p,1996,Tom Harkin (D),IAS2,s,Party Cmte,260621
p,1996,Tom Harkin (D),IAS2,s,Transportation,18500
i,1996,Tom Harkin (D),IAS2,s,Transportation,19750
i,1996,Tom Harkin (D),IAS2,s,Unknown,385718
p,1996,Wayne Allard (R),COS2,s,Agribusiness,177600
i,1996,Wayne Allard (R),COS2,s,Agribusiness,50135
i,1996,Wayne Allard (R),COS2,s,Candidate,272
p,1996,Wayne Allard (R),COS2,s,Communic/Electronics,50340
i,1996,Wayne Allard (R),COS2,s,Communic/Electronics,31650
p,1996,Wayne Allard (R),COS2,s,Construction,58973
i,1996,Wayne Allard (R),COS2,s,Construction,25850
i,1996,Wayne Allard (R),COS2,s,Defense,500
p,1996,Wayne Allard (R),COS2,s,Defense,23500
i,1996,Wayne Allard (R),COS2,s,Energy/Nat Resource,90000
p,1996,Wayne Allard (R),COS2,s,Energy/Nat Resource,128013
i,1996,Wayne Allard (R),COS2,s,Finance/Insur/RealEst,131975
p,1996,Wayne Allard (R),COS2,s,Finance/Insur/RealEst,187556
i,1996,Wayne Allard (R),COS2,s,Health,35000
p,1996,Wayne Allard (R),COS2,s,Health,85250
i,1996,Wayne Allard (R),COS2,s,Ideology/Single-Issue,33572
p,1996,Wayne Allard (R),COS2,s,Ideology/Single-Issue,247202
p,1996,Wayne Allard (R),COS2,s,Joint Candidate Cmtes,-500
p,1996,Wayne Allard (R),COS2,s,Labor,11275
p,1996,Wayne Allard (R),COS2,s,Lawyers & Lobbyists,4200
i,1996,Wayne Allard (R),COS2,s,Lawyers & Lobbyists,36076
p,1996,Wayne Allard (R),COS2,s,Misc Business,169025
i,1996,Wayne Allard (R),COS2,s,Misc Business,88057
i,1996,Wayne Allard (R),COS2,s,Non-contribution,19400
i,1996,Wayne Allard (R),COS2,s,Other,59784
p,1996,Wayne Allard (R),COS2,s,Party Cmte,694479
i,1996,Wayne Allard (R),COS2,s,Transportation,19750
p,1996,Wayne Allard (R),COS2,s,Transportation,71370
p,1996,Wayne Allard (R),COS2,s,Unknown,4000
i,1996,Wayne Allard (R),COS2,s,Unknown,185017
i,1998,Arlen Specter (R),PAS1,s,Agribusiness,60577
p,1998,Arlen Specter (R),PAS1,s,Agribusiness,41466
i,1998,Arlen Specter (R),PAS1,s,Communic/Electronics,158850
p,1998,Arlen Specter (R),PAS1,s,Communic/Electronics,99446
p,1998,Arlen Specter (R),PAS1,s,Construction,38500
i,1998,Arlen Specter (R),PAS1,s,Construction,182675
i,1998,Arlen Specter (R),PAS1,s,Defense,5250
p,1998,Arlen Specter (R),PAS1,s,Defense,53000
p,1998,Arlen Specter (R),PAS1,s,Energy/Nat Resource,117983
i,1998,Arlen Specter (R),PAS1,s,Energy/Nat Resource,129050
p,1998,Arlen Specter (R),PAS1,s,Finance/Insur/RealEst,184071
i,1998,Arlen Specter (R),PAS1,s,Finance/Insur/RealEst,600307
i,1998,Arlen Specter (R),PAS1,s,Health,361526
p,1998,Arlen Specter (R),PAS1,s,Health,227674
i,1998,Arlen Specter (R),PAS1,s,Ideology/Single-Issue,150738
p,1998,Arlen Specter (R),PAS1,s,Ideology/Single-Issue,158088
i,1998,Arlen Specter (R),PAS1,s,Labor,2000
p,1998,Arlen Specter (R),PAS1,s,Labor,202983
i,1998,Arlen Specter (R),PAS1,s,Lawyers & Lobbyists,672721
p,1998,Arlen Specter (R),PAS1,s,Lawyers & Lobbyists,87562
p,1998,Arlen Specter (R),PAS1,s,Misc Business,152100
i,1998,Arlen Specter (R),PAS1,s,Misc Business,466341
i,1998,Arlen Specter (R),PAS1,s,Non-contribution,10050
i,1998,Arlen Specter (R),PAS1,s,Other,296222
p,1998,Arlen Specter (R),PAS1,s,Other,6650
p,1998,Arlen Specter (R),PAS1,s,Party Cmte,11500
i,1998,Arlen Specter (R),PAS1,s,Party Cmte,5750
i,1998,Arlen Specter (R),PAS1,s,Transportation,64800
p,1998,Arlen Specter (R),PAS1,s,Transportation,59250
p,1998,Arlen Specter (R),PAS1,s,Unknown,3050
i,1998,Arlen Specter (R),PAS1,s,Unknown,806832
p,1998,Barbara A Mikulski (D),MDS2,s,Agribusiness,16500
i,1998,Barbara A Mikulski (D),MDS2,s,Agribusiness,12000
i,1998,Barbara A Mikulski (D),MDS2,s,Communic/Electronics,47425
p,1998,Barbara A Mikulski (D),MDS2,s,Communic/Electronics,57300
i,1998,Barbara A Mikulski (D),MDS2,s,Construction,20550
p,1998,Barbara A Mikulski (D),MDS2,s,Construction,20200
p,1998,Barbara A Mikulski (D),MDS2,s,Defense,45850
i,1998,Barbara A Mikulski (D),MDS2,s,Defense,4100
p,1998,Barbara A Mikulski (D),MDS2,s,Energy/Nat Resource,26000
i,1998,Barbara A Mikulski (D),MDS2,s,Energy/Nat Resource,5250
p,1998,Barbara A Mikulski (D),MDS2,s,Finance/Insur/RealEst,114105
i,1998,Barbara A Mikulski (D),MDS2,s,Finance/Insur/RealEst,136949
i,1998,Barbara A Mikulski (D),MDS2,s,Health,79651
p,1998,Barbara A Mikulski (D),MDS2,s,Health,152988
i,1998,Barbara A Mikulski (D),MDS2,s,Ideology/Single-Issue,148839
p,1998,Barbara A Mikulski (D),MDS2,s,Ideology/Single-Issue,58947
i,1998,Barbara A Mikulski (D),MDS2,s,Labor,500
p,1998,Barbara A Mikulski (D),MDS2,s,Labor,256165
i,1998,Barbara A Mikulski (D),MDS2,s,Lawyers & Lobbyists,131510
p,1998,Barbara A Mikulski (D),MDS2,s,Lawyers & Lobbyists,50976
p,1998,Barbara A Mikulski (D),MDS2,s,Misc Business,48572
i,1998,Barbara A Mikulski (D),MDS2,s,Misc Business,78141
i,1998,Barbara A Mikulski (D),MDS2,s,Non-contribution,4700
i,1998,Barbara A Mikulski (D),MDS2,s,Other,92715
p,1998,Barbara A Mikulski (D),MDS2,s,Other,7000
p,1998,Barbara A Mikulski (D),MDS2,s,Party Cmte,29588
i,1998,Barbara A Mikulski (D),MDS2,s,Transportation,23900
p,1998,Barbara A Mikulski (D),MDS2,s,Transportation,59450
i,1998,Barbara A Mikulski (D),MDS2,s,Unknown,169737
i,1998,Barbara Boxer (D),CAS1,s,Agribusiness,20250
p,1998,Barbara Boxer (D),CAS1,s,Agribusiness,42557
i,1998,Barbara Boxer (D),CAS1,s,Candidate,500
i,1998,Barbara Boxer (D),CAS1,s,Communic/Electronics,518167
p,1998,Barbara Boxer (D),CAS1,s,Communic/Electronics,76011
p,1998,Barbara Boxer (D),CAS1,s,Construction,20750
