money_source,cycle,politician_name,district_run_for,house,sector,amount_raised
i,2008,Jeff Sessions (R),ALS1,s,Non-contribution,4104
i,2008,Jeff Sessions (R),ALS1,s,Other,328081
p,2008,Jeff Sessions (R),ALS1,s,Other,5000
p,2008,Jeff Sessions (R),ALS1,s,Party Cmte,5094
i,2008,Jeff Sessions (R),ALS1,s,Transportation,66800
p,2008,Jeff Sessions (R),ALS1,s,Transportation,84750
p,2008,Jeff Sessions (R),ALS1,s,Unknown,2000
i,2008,Jeff Sessions (R),ALS1,s,Unknown,730317
p,2008,John Barrasso (R),WYS1,s,Agribusiness,53000
i,2008,John Barrasso (R),WYS1,s,Agribusiness,28300
p,2008,John Barrasso (R),WYS1,s,Communic/Electronics,44500
i,2008,John Barrasso (R),WYS1,s,Communic/Electronics,27650
p,2008,John Barrasso (R),WYS1,s,Construction,38000
i,2008,John Barrasso (R),WYS1,s,Construction,3950
p,2008,John Barrasso (R),WYS1,s,Defense,10000
i,2008,John Barrasso (R),WYS1,s,Energy/Nat Resource,63700
p,2008,John Barrasso (R),WYS1,s,Energy/Nat Resource,288000
p,2008,John Barrasso (R),WYS1,s,Finance/Insur/RealEst,173859
i,2008,John Barrasso (R),WYS1,s,Finance/Insur/RealEst,95559
p,2008,John Barrasso (R),WYS1,s,Health,343232
i,2008,John Barrasso (R),WYS1,s,Health,256900
i,2008,John Barrasso (R),WYS1,s,Ideology/Single-Issue,32200
p,2008,John Barrasso (R),WYS1,s,Ideology/Single-Issue,287886
p,2008,John Barrasso (R),WYS1,s,Labor,12000
i,2008,John Barrasso (R),WYS1,s,Lawyers & Lobbyists,108657
p,2008,John Barrasso (R),WYS1,s,Lawyers & Lobbyists,20375
i,2008,John Barrasso (R),WYS1,s,Misc Business,74045
p,2008,John Barrasso (R),WYS1,s,Misc Business,118000
i,2008,John Barrasso (R),WYS1,s,Non-contribution,2439
i,2008,John Barrasso (R),WYS1,s,Other,104335
p,2008,John Barrasso (R),WYS1,s,Party Cmte,23
i,2008,John Barrasso (R),WYS1,s,Transportation,9586
p,2008,John Barrasso (R),WYS1,s,Transportation,72250
i,2008,John Barrasso (R),WYS1,s,Unknown,165825
p,2008,John Cornyn (R),TXS1,s,Agribusiness,180770
i,2008,John Cornyn (R),TXS1,s,Agribusiness,348581
i,2008,John Cornyn (R),TXS1,s,Communic/Electronics,159150
p,2008,John Cornyn (R),TXS1,s,Communic/Electronics,207017
i,2008,John Cornyn (R),TXS1,s,Construction,316677
p,2008,John Cornyn (R),TXS1,s,Construction,101500
i,2008,John Cornyn (R),TXS1,s,Defense,42900
p,2008,John Cornyn (R),TXS1,s,Defense,167576
i,2008,John Cornyn (R),TXS1,s,Energy/Nat Resource,650540
p,2008,John Cornyn (R),TXS1,s,Energy/Nat Resource,281206
i,2008,John Cornyn (R),TXS1,s,Finance/Insur/RealEst,1677536
p,2008,John Cornyn (R),TXS1,s,Finance/Insur/RealEst,464321
i,2008,John Cornyn (R),TXS1,s,Health,632713
p,2008,John Cornyn (R),TXS1,s,Health,331856
i,2008,John Cornyn (R),TXS1,s,Ideology/Single-Issue,408403
p,2008,John Cornyn (R),TXS1,s,Ideology/Single-Issue,359383
p,2008,John Cornyn (R),TXS1,s,Joint Candidate Cmtes,10671
i,2008,John Cornyn (R),TXS1,s,Labor,250
p,2008,John Cornyn (R),TXS1,s,Labor,21000
p,2008,John Cornyn (R),TXS1,s,Lawyers & Lobbyists,127389
i,2008,John Cornyn (R),TXS1,s,Lawyers & Lobbyists,937163
p,2008,John Cornyn (R),TXS1,s,Misc Business,312716
i,2008,John Cornyn (R),TXS1,s,Misc Business,865505
i,2008,John Cornyn (R),TXS1,s,Non-contribution,12324
i,2008,John Cornyn (R),TXS1,s,Other,907843
p,2008,John Cornyn (R),TXS1,s,Party Cmte,583761
i,2008,John Cornyn (R),TXS1,s,Transportation,183766
p,2008,John Cornyn (R),TXS1,s,Transportation,120050
i,2008,John Cornyn (R),TXS1,s,Unknown,1785736
p,2008,John Cornyn (R),TXS1,s,Unknown,8800
p,2008,John Kerry (D),MAS2,s,Agribusiness,9000
i,2008,John Kerry (D),MAS2,s,Agribusiness,14750
i,2008,John Kerry (D),MAS2,s,Communic/Electronics,93214
p,2008,John Kerry (D),MAS2,s,Communic/Electronics,108158
i,2008,John Kerry (D),MAS2,s,Construction,13550
p,2008,John Kerry (D),MAS2,s,Construction,13500
i,2008,John Kerry (D),MAS2,s,Defense,15100
p,2008,John Kerry (D),MAS2,s,Defense,1000
p,2008,John Kerry (D),MAS2,s,Energy/Nat Resource,13500
i,2008,John Kerry (D),MAS2,s,Energy/Nat Resource,32200
p,2008,John Kerry (D),MAS2,s,Finance/Insur/RealEst,147000
i,2008,John Kerry (D),MAS2,s,Finance/Insur/RealEst,435178
i,2008,John Kerry (D),MAS2,s,Health,107930
p,2008,John Kerry (D),MAS2,s,Health,191300
p,2008,John Kerry (D),MAS2,s,Ideology/Single-Issue,72506
i,2008,John Kerry (D),MAS2,s,Ideology/Single-Issue,453063
i,2008,John Kerry (D),MAS2,s,Labor,250
p,2008,John Kerry (D),MAS2,s,Labor,238708
i,2008,John Kerry (D),MAS2,s,Lawyers & Lobbyists,346231
p,2008,John Kerry (D),MAS2,s,Lawyers & Lobbyists,88628
i,2008,John Kerry (D),MAS2,s,Misc Business,117690
p,2008,John Kerry (D),MAS2,s,Misc Business,78000
i,2008,John Kerry (D),MAS2,s,Non-contribution,302225
p,2008,John Kerry (D),MAS2,s,Non-contribution,201278
i,2008,John Kerry (D),MAS2,s,Other,156672
p,2008,John Kerry (D),MAS2,s,Party Cmte,144210
i,2008,John Kerry (D),MAS2,s,Transportation,12850
p,2008,John Kerry (D),MAS2,s,Transportation,94500
p,2008,John Kerry (D),MAS2,s,Unknown,1000
i,2008,John Kerry (D),MAS2,s,Unknown,168982
i,2008,Joseph R Biden Jr (D),DES2,s,Agribusiness,79000
i,2008,Joseph R Biden Jr (D),DES2,s,Communic/Electronics,288407
p,2008,Joseph R Biden Jr (D),DES2,s,Communic/Electronics,14000
i,2008,Joseph R Biden Jr (D),DES2,s,Construction,210300
p,2008,Joseph R Biden Jr (D),DES2,s,Defense,5000
i,2008,Joseph R Biden Jr (D),DES2,s,Defense,13500
i,2008,Joseph R Biden Jr (D),DES2,s,Energy/Nat Resource,58270
p,2008,Joseph R Biden Jr (D),DES2,s,Energy/Nat Resource,2500
p,2008,Joseph R Biden Jr (D),DES2,s,Finance/Insur/RealEst,23700
i,2008,Joseph R Biden Jr (D),DES2,s,Finance/Insur/RealEst,1594286
p,2008,Joseph R Biden Jr (D),DES2,s,Health,500
i,2008,Joseph R Biden Jr (D),DES2,s,Health,336630
p,2008,Joseph R Biden Jr (D),DES2,s,Ideology/Single-Issue,80690
i,2008,Joseph R Biden Jr (D),DES2,s,Ideology/Single-Issue,498505
p,2008,Joseph R Biden Jr (D),DES2,s,Labor,99924
i,2008,Joseph R Biden Jr (D),DES2,s,Labor,3750
i,2008,Joseph R Biden Jr (D),DES2,s,Lawyers & Lobbyists,2464837
p,2008,Joseph R Biden Jr (D),DES2,s,Lawyers & Lobbyists,28470
p,2008,Joseph R Biden Jr (D),DES2,s,Misc Business,3500
i,2008,Joseph R Biden Jr (D),DES2,s,Misc Business,738345
p,2008,Joseph R Biden Jr (D),DES2,s,Non-contribution,1900000
i,2008,Joseph R Biden Jr (D),DES2,s,Non-contribution,171766
i,2008,Joseph R Biden Jr (D),DES2,s,Other,843804
i,2008,Joseph R Biden Jr (D),DES2,s,Transportation,62440
i,2008,Joseph R Biden Jr (D),DES2,s,Unknown,1566867
i,2008,Kay R Hagan (D),NCS1,s,Agribusiness,63731
p,2008,Kay R Hagan (D),NCS1,s,Agribusiness,23000
p,2008,Kay R Hagan (D),NCS1,s,Communic/Electronics,15500
i,2008,Kay R Hagan (D),NCS1,s,Communic/Electronics,150201
i,2008,Kay R Hagan (D),NCS1,s,Construction,42900
p,2008,Kay R Hagan (D),NCS1,s,Construction,6000
i,2008,Kay R Hagan (D),NCS1,s,Energy/Nat Resource,19400
p,2008,Kay R Hagan (D),NCS1,s,Energy/Nat Resource,13250
p,2008,Kay R Hagan (D),NCS1,s,Finance/Insur/RealEst,65000
i,2008,Kay R Hagan (D),NCS1,s,Finance/Insur/RealEst,508644
i,2008,Kay R Hagan (D),NCS1,s,Health,111475
p,2008,Kay R Hagan (D),NCS1,s,Health,50800
p,2008,Kay R Hagan (D),NCS1,s,Ideology/Single-Issue,595904
i,2008,Kay R Hagan (D),NCS1,s,Ideology/Single-Issue,2313464
p,2008,Kay R Hagan (D),NCS1,s,Labor,589078
i,2008,Kay R Hagan (D),NCS1,s,Labor,2300
i,2008,Kay R Hagan (D),NCS1,s,Lawyers & Lobbyists,408132
p,2008,Kay R Hagan (D),NCS1,s,Lawyers & Lobbyists,24800
i,2008,Kay R Hagan (D),NCS1,s,Misc Business,289255
p,2008,Kay R Hagan (D),NCS1,s,Misc Business,21303
i,2008,Kay R Hagan (D),NCS1,s,Non-contribution,2100080
i,2008,Kay R Hagan (D),NCS1,s,Other,618687
p,2008,Kay R Hagan (D),NCS1,s,Other,500
p,2008,Kay R Hagan (D),NCS1,s,Party Cmte,7054637
i,2008,Kay R Hagan (D),NCS1,s,Transportation,27200
p,2008,Kay R Hagan (D),NCS1,s,Transportation,8000
p,2008,Kay R Hagan (D),NCS1,s,Unknown,1000
i,2008,Kay R Hagan (D),NCS1,s,Unknown,826488
i,2008,Lamar Alexander (R),TNS2,s,Agribusiness,91144
p,2008,Lamar Alexander (R),TNS2,s,Agribusiness,111277
i,2008,Lamar Alexander (R),TNS2,s,Candidate,2500
i,2008,Lamar Alexander (R),TNS2,s,Communic/Electronics,109999
p,2008,Lamar Alexander (R),TNS2,s,Communic/Electronics,82032
p,2008,Lamar Alexander (R),TNS2,s,Construction,80500
i,2008,Lamar Alexander (R),TNS2,s,Construction,191250
p,2008,Lamar Alexander (R),TNS2,s,Defense,50000
i,2008,Lamar Alexander (R),TNS2,s,Defense,12400
i,2008,Lamar Alexander (R),TNS2,s,Energy/Nat Resource,67450
p,2008,Lamar Alexander (R),TNS2,s,Energy/Nat Resource,156000
i,2008,Lamar Alexander (R),TNS2,s,Finance/Insur/RealEst,805954
p,2008,Lamar Alexander (R),TNS2,s,Finance/Insur/RealEst,209250
p,2008,Lamar Alexander (R),TNS2,s,Health,223050
i,2008,Lamar Alexander (R),TNS2,s,Health,260861
p,2008,Lamar Alexander (R),TNS2,s,Ideology/Single-Issue,341460
i,2008,Lamar Alexander (R),TNS2,s,Ideology/Single-Issue,92333
p,2008,Lamar Alexander (R),TNS2,s,Joint Candidate Cmtes,10796
p,2008,Lamar Alexander (R),TNS2,s,Labor,7500
i,2008,Lamar Alexander (R),TNS2,s,Lawyers & Lobbyists,394525
p,2008,Lamar Alexander (R),TNS2,s,Lawyers & Lobbyists,63250
p,2008,Lamar Alexander (R),TNS2,s,Misc Business,222900
i,2008,Lamar Alexander (R),TNS2,s,Misc Business,375150
i,2008,Lamar Alexander (R),TNS2,s,Non-contribution,29
i,2008,Lamar Alexander (R),TNS2,s,Other,477132
p,2008,Lamar Alexander (R),TNS2,s,Other,9500
p,2008,Lamar Alexander (R),TNS2,s,Party Cmte,54
p,2008,Lamar Alexander (R),TNS2,s,Transportation,115300
i,2008,Lamar Alexander (R),TNS2,s,Transportation,83950
p,2008,Lamar Alexander (R),TNS2,s,Unknown,2000
i,2008,Lamar Alexander (R),TNS2,s,Unknown,946703
i,2008,Lindsey Graham (R),SCS2,s,Agribusiness,74221
p,2008,Lindsey Graham (R),SCS2,s,Agribusiness,149250
i,2008,Lindsey Graham (R),SCS2,s,Communic/Electronics,59408
p,2008,Lindsey Graham (R),SCS2,s,Communic/Electronics,57800
p,2008,Lindsey Graham (R),SCS2,s,Construction,80750
i,2008,Lindsey Graham (R),SCS2,s,Construction,133497
p,2008,Lindsey Graham (R),SCS2,s,Defense,79300
i,2008,Lindsey Graham (R),SCS2,s,Defense,35916
p,2008,Lindsey Graham (R),SCS2,s,Energy/Nat Resource,81952
i,2008,Lindsey Graham (R),SCS2,s,Energy/Nat Resource,106397
p,2008,Lindsey Graham (R),SCS2,s,Finance/Insur/RealEst,172150
i,2008,Lindsey Graham (R),SCS2,s,Finance/Insur/RealEst,416019
p,2008,Lindsey Graham (R),SCS2,s,Health,108500
i,2008,Lindsey Graham (R),SCS2,s,Health,111682
i,2008,Lindsey Graham (R),SCS2,s,Ideology/Single-Issue,89319
p,2008,Lindsey Graham (R),SCS2,s,Ideology/Single-Issue,324188
p,2008,Lindsey Graham (R),SCS2,s,Joint Candidate Cmtes,6147
p,2008,Lindsey Graham (R),SCS2,s,Labor,6500
i,2008,Lindsey Graham (R),SCS2,s,Lawyers & Lobbyists,470016
p,2008,Lindsey Graham (R),SCS2,s,Lawyers & Lobbyists,57203
i,2008,Lindsey Graham (R),SCS2,s,Misc Business,291804
p,2008,Lindsey Graham (R),SCS2,s,Misc Business,190500
i,2008,Lindsey Graham (R),SCS2,s,Non-contribution,47
i,2008,Lindsey Graham (R),SCS2,s,Other,214947
p,2008,Lindsey Graham (R),SCS2,s,Other,500
p,2008,Lindsey Graham (R),SCS2,s,Party Cmte,28036
p,2008,Lindsey Graham (R),SCS2,s,Transportation,46800
i,2008,Lindsey Graham (R),SCS2,s,Transportation,34454
p,2008,Lindsey Graham (R),SCS2,s,Unknown,500
i,2008,Lindsey Graham (R),SCS2,s,Unknown,648609
i,2008,Mark Begich (D),AKS1,s,Agribusiness,11281
p,2008,Mark Begich (D),AKS1,s,Agribusiness,1000
i,2008,Mark Begich (D),AKS1,s,Communic/Electronics,195883
p,2008,Mark Begich (D),AKS1,s,Communic/Electronics,14000
i,2008,Mark Begich (D),AKS1,s,Construction,50669
p,2008,Mark Begich (D),AKS1,s,Construction,3000
i,2008,Mark Begich (D),AKS1,s,Defense,1000
p,2008,Mark Begich (D),AKS1,s,Defense,3500
p,2008,Mark Begich (D),AKS1,s,Energy/Nat Resource,16000
i,2008,Mark Begich (D),AKS1,s,Energy/Nat Resource,38015
p,2008,Mark Begich (D),AKS1,s,Finance/Insur/RealEst,26500
i,2008,Mark Begich (D),AKS1,s,Finance/Insur/RealEst,361287
p,2008,Mark Begich (D),AKS1,s,Health,25500
i,2008,Mark Begich (D),AKS1,s,Health,87733
p,2008,Mark Begich (D),AKS1,s,Ideology/Single-Issue,332240
i,2008,Mark Begich (D),AKS1,s,Ideology/Single-Issue,428754
i,2008,Mark Begich (D),AKS1,s,Labor,9600
p,2008,Mark Begich (D),AKS1,s,Labor,259133
p,2008,Mark Begich (D),AKS1,s,Lawyers & Lobbyists,28095
i,2008,Mark Begich (D),AKS1,s,Lawyers & Lobbyists,459625
p,2008,Mark Begich (D),AKS1,s,Misc Business,6000
i,2008,Mark Begich (D),AKS1,s,Misc Business,257570
i,2008,Mark Begich (D),AKS1,s,Non-contribution,129158
i,2008,Mark Begich (D),AKS1,s,Other,379616
p,2008,Mark Begich (D),AKS1,s,Party Cmte,197483
p,2008,Mark Begich (D),AKS1,s,Transportation,17500
i,2008,Mark Begich (D),AKS1,s,Transportation,10650
i,2008,Mark Begich (D),AKS1,s,Unknown,544728
p,2008,Mark Begich (D),AKS1,s,Unknown,2300
p,2008,Mark Pryor (D),ARS1,s,Agribusiness,115447
i,2008,Mark Pryor (D),ARS1,s,Agribusiness,120790
i,2008,Mark Pryor (D),ARS1,s,Communic/Electronics,121295
p,2008,Mark Pryor (D),ARS1,s,Communic/Electronics,173831
i,2008,Mark Pryor (D),ARS1,s,Construction,51832
p,2008,Mark Pryor (D),ARS1,s,Construction,37000
i,2008,Mark Pryor (D),ARS1,s,Defense,6400
p,2008,Mark Pryor (D),ARS1,s,Defense,62000
i,2008,Mark Pryor (D),ARS1,s,Energy/Nat Resource,70700
p,2008,Mark Pryor (D),ARS1,s,Energy/Nat Resource,127285
p,2008,Mark Pryor (D),ARS1,s,Finance/Insur/RealEst,323341
i,2008,Mark Pryor (D),ARS1,s,Finance/Insur/RealEst,519515
p,2008,Mark Pryor (D),ARS1,s,Health,133500
i,2008,Mark Pryor (D),ARS1,s,Health,101895
p,2008,Mark Pryor (D),ARS1,s,Ideology/Single-Issue,270400
i,2008,Mark Pryor (D),ARS1,s,Ideology/Single-Issue,150150
p,2008,Mark Pryor (D),ARS1,s,Labor,201500
i,2008,Mark Pryor (D),ARS1,s,Lawyers & Lobbyists,795512
p,2008,Mark Pryor (D),ARS1,s,Lawyers & Lobbyists,80633
p,2008,Mark Pryor (D),ARS1,s,Misc Business,238000
i,2008,Mark Pryor (D),ARS1,s,Misc Business,235883
i,2008,Mark Pryor (D),ARS1,s,Non-contribution,14000
p,2008,Mark Pryor (D),ARS1,s,Other,8500
i,2008,Mark Pryor (D),ARS1,s,Other,164588
p,2008,Mark Pryor (D),ARS1,s,Party Cmte,5000
p,2008,Mark Pryor (D),ARS1,s,Transportation,163500
i,2008,Mark Pryor (D),ARS1,s,Transportation,55150
p,2008,Mark Pryor (D),ARS1,s,Unknown,600
i,2008,Mark Pryor (D),ARS1,s,Unknown,364260
p,2008,Mark Udall (D),COS2,s,Agribusiness,57335
i,2008,Mark Udall (D),COS2,s,Agribusiness,82281
p,2008,Mark Udall (D),COS2,s,Communic/Electronics,130500
i,2008,Mark Udall (D),COS2,s,Communic/Electronics,480719
p,2008,Mark Udall (D),COS2,s,Construction,46999
i,2008,Mark Udall (D),COS2,s,Construction,92600
i,2008,Mark Udall (D),COS2,s,Defense,30600
p,2008,Mark Udall (D),COS2,s,Defense,74500
p,2008,Mark Udall (D),COS2,s,Energy/Nat Resource,108225
i,2008,Mark Udall (D),COS2,s,Energy/Nat Resource,109828
p,2008,Mark Udall (D),COS2,s,Finance/Insur/RealEst,166166
i,2008,Mark Udall (D),COS2,s,Finance/Insur/RealEst,1043399
i,2008,Mark Udall (D),COS2,s,Health,214965
p,2008,Mark Udall (D),COS2,s,Health,520945
p,2008,Mark Udall (D),COS2,s,Ideology/Single-Issue,1530339
i,2008,Mark Udall (D),COS2,s,Ideology/Single-Issue,1040245
i,2008,Mark Udall (D),COS2,s,Labor,5850
p,2008,Mark Udall (D),COS2,s,Labor,417208
i,2008,Mark Udall (D),COS2,s,Lawyers & Lobbyists,1112935
p,2008,Mark Udall (D),COS2,s,Lawyers & Lobbyists,82088
i,2008,Mark Udall (D),COS2,s,Misc Business,551747
p,2008,Mark Udall (D),COS2,s,Misc Business,100496
i,2008,Mark Udall (D),COS2,s,Non-contribution,190410
p,2008,Mark Udall (D),COS2,s,Other,6000
i,2008,Mark Udall (D),COS2,s,Other,1121238
p,2008,Mark Udall (D),COS2,s,Party Cmte,4001003
i,2008,Mark Udall (D),COS2,s,Transportation,19825
p,2008,Mark Udall (D),COS2,s,Transportation,44500
i,2008,Mark Udall (D),COS2,s,Unknown,1043951
p,2008,Mark Udall (D),COS2,s,Unknown,3500
p,2008,Mark Warner (D),VAS2,s,Agribusiness,130300
i,2008,Mark Warner (D),VAS2,s,Agribusiness,134768
i,2008,Mark Warner (D),VAS2,s,Candidate,4600
p,2008,Mark Warner (D),VAS2,s,Communic/Electronics,162232
i,2008,Mark Warner (D),VAS2,s,Communic/Electronics,556802
i,2008,Mark Warner (D),VAS2,s,Construction,147326
p,2008,Mark Warner (D),VAS2,s,Construction,91000
p,2008,Mark Warner (D),VAS2,s,Defense,73000
i,2008,Mark Warner (D),VAS2,s,Defense,102900
i,2008,Mark Warner (D),VAS2,s,Energy/Nat Resource,133050
p,2008,Mark Warner (D),VAS2,s,Energy/Nat Resource,107850
p,2008,Mark Warner (D),VAS2,s,Finance/Insur/RealEst,307800
i,2008,Mark Warner (D),VAS2,s,Finance/Insur/RealEst,2052329
i,2008,Mark Warner (D),VAS2,s,Health,287227
p,2008,Mark Warner (D),VAS2,s,Health,327749
i,2008,Mark Warner (D),VAS2,s,Ideology/Single-Issue,1439135
p,2008,Mark Warner (D),VAS2,s,Ideology/Single-Issue,294628
p,2008,Mark Warner (D),VAS2,s,Joint Candidate Cmtes,65000
i,2008,Mark Warner (D),VAS2,s,Labor,4600
p,2008,Mark Warner (D),VAS2,s,Labor,292785
i,2008,Mark Warner (D),VAS2,s,Lawyers & Lobbyists,1583420
p,2008,Mark Warner (D),VAS2,s,Lawyers & Lobbyists,122974
i,2008,Mark Warner (D),VAS2,s,Misc Business,693077
p,2008,Mark Warner (D),VAS2,s,Misc Business,211063
i,2008,Mark Warner (D),VAS2,s,Non-contribution,500628
p,2008,Mark Warner (D),VAS2,s,Other,500
i,2008,Mark Warner (D),VAS2,s,Other,1060393
p,2008,Mark Warner (D),VAS2,s,Party Cmte,81897
p,2008,Mark Warner (D),VAS2,s,Transportation,102550
i,2008,Mark Warner (D),VAS2,s,Transportation,87518
i,2008,Mark Warner (D),VAS2,s,Unknown,1690613
p,2008,Mary L Landrieu (D),LAS1,s,Agribusiness,125790
i,2008,Mary L Landrieu (D),LAS1,s,Agribusiness,73225
p,2008,Mary L Landrieu (D),LAS1,s,Communic/Electronics,151291
i,2008,Mary L Landrieu (D),LAS1,s,Communic/Electronics,215230
p,2008,Mary L Landrieu (D),LAS1,s,Construction,71100
i,2008,Mary L Landrieu (D),LAS1,s,Construction,237197
i,2008,Mary L Landrieu (D),LAS1,s,Defense,36200
p,2008,Mary L Landrieu (D),LAS1,s,Defense,79000
i,2008,Mary L Landrieu (D),LAS1,s,Energy/Nat Resource,185900
p,2008,Mary L Landrieu (D),LAS1,s,Energy/Nat Resource,330593
i,2008,Mary L Landrieu (D),LAS1,s,Finance/Insur/RealEst,827704
p,2008,Mary L Landrieu (D),LAS1,s,Finance/Insur/RealEst,375168
i,2008,Mary L Landrieu (D),LAS1,s,Health,255420
p,2008,Mary L Landrieu (D),LAS1,s,Health,350868
p,2008,Mary L Landrieu (D),LAS1,s,Ideology/Single-Issue,519838
i,2008,Mary L Landrieu (D),LAS1,s,Ideology/Single-Issue,526736
p,2008,Mary L Landrieu (D),LAS1,s,Labor,268814
i,2008,Mary L Landrieu (D),LAS1,s,Lawyers & Lobbyists,1132127
p,2008,Mary L Landrieu (D),LAS1,s,Lawyers & Lobbyists,176375
i,2008,Mary L Landrieu (D),LAS1,s,Misc Business,427686
p,2008,Mary L Landrieu (D),LAS1,s,Misc Business,253944
i,2008,Mary L Landrieu (D),LAS1,s,Non-contribution,81400
i,2008,Mary L Landrieu (D),LAS1,s,Other,503257
p,2008,Mary L Landrieu (D),LAS1,s,Other,7500
p,2008,Mary L Landrieu (D),LAS1,s,Party Cmte,3708441
i,2008,Mary L Landrieu (D),LAS1,s,Transportation,146038
p,2008,Mary L Landrieu (D),LAS1,s,Transportation,113100
i,2008,Mary L Landrieu (D),LAS1,s,Unknown,1213555
p,2008,Max Baucus (D),MTS2,s,Agribusiness,294500
i,2008,Max Baucus (D),MTS2,s,Agribusiness,170040
p,2008,Max Baucus (D),MTS2,s,Communic/Electronics,229022
i,2008,Max Baucus (D),MTS2,s,Communic/Electronics,149101
i,2008,Max Baucus (D),MTS2,s,Construction,85850
p,2008,Max Baucus (D),MTS2,s,Construction,144337
i,2008,Max Baucus (D),MTS2,s,Defense,16100
p,2008,Max Baucus (D),MTS2,s,Defense,62000
i,2008,Max Baucus (D),MTS2,s,Energy/Nat Resource,128978
p,2008,Max Baucus (D),MTS2,s,Energy/Nat Resource,285800
i,2008,Max Baucus (D),MTS2,s,Finance/Insur/RealEst,1144609
p,2008,Max Baucus (D),MTS2,s,Finance/Insur/RealEst,480016
i,2008,Max Baucus (D),MTS2,s,Health,507075
p,2008,Max Baucus (D),MTS2,s,Health,669050
i,2008,Max Baucus (D),MTS2,s,Ideology/Single-Issue,221125
p,2008,Max Baucus (D),MTS2,s,Ideology/Single-Issue,187055
p,2008,Max Baucus (D),MTS2,s,Joint Candidate Cmtes,49946
i,2008,Max Baucus (D),MTS2,s,Labor,200
p,2008,Max Baucus (D),MTS2,s,Labor,181448
p,2008,Max Baucus (D),MTS2,s,Lawyers & Lobbyists,145453
i,2008,Max Baucus (D),MTS2,s,Lawyers & Lobbyists,649573
p,2008,Max Baucus (D),MTS2,s,Misc Business,355450
i,2008,Max Baucus (D),MTS2,s,Misc Business,440461
i,2008,Max Baucus (D),MTS2,s,Non-contribution,7600
p,2008,Max Baucus (D),MTS2,s,Other,4000
i,2008,Max Baucus (D),MTS2,s,Other,204960
p,2008,Max Baucus (D),MTS2,s,Party Cmte,31000
i,2008,Max Baucus (D),MTS2,s,Transportation,83244
p,2008,Max Baucus (D),MTS2,s,Transportation,207050
i,2008,Max Baucus (D),MTS2,s,Unknown,554900
p,2008,Max Baucus (D),MTS2,s,Unknown,500
p,2008,Michael O Johanns (R),NES2,s,Agribusiness,267783
i,2008,Michael O Johanns (R),NES2,s,Agribusiness,184266
p,2008,Michael O Johanns (R),NES2,s,Communic/Electronics,97499
i,2008,Michael O Johanns (R),NES2,s,Communic/Electronics,142043
i,2008,Michael O Johanns (R),NES2,s,Construction,87840
p,2008,Michael O Johanns (R),NES2,s,Construction,63000
p,2008,Michael O Johanns (R),NES2,s,Defense,12000
i,2008,Michael O Johanns (R),NES2,s,Defense,500
i,2008,Michael O Johanns (R),NES2,s,Energy/Nat Resource,66450
p,2008,Michael O Johanns (R),NES2,s,Energy/Nat Resource,102500
i,2008,Michael O Johanns (R),NES2,s,Finance/Insur/RealEst,355040
p,2008,Michael O Johanns (R),NES2,s,Finance/Insur/RealEst,305331
p,2008,Michael O Johanns (R),NES2,s,Health,139350
i,2008,Michael O Johanns (R),NES2,s,Health,92157
i,2008,Michael O Johanns (R),NES2,s,Ideology/Single-Issue,110661
p,2008,Michael O Johanns (R),NES2,s,Ideology/Single-Issue,283967
p,2008,Michael O Johanns (R),NES2,s,Labor,35600
i,2008,Michael O Johanns (R),NES2,s,Lawyers & Lobbyists,163999
p,2008,Michael O Johanns (R),NES2,s,Lawyers & Lobbyists,39600
i,2008,Michael O Johanns (R),NES2,s,Misc Business,264489
p,2008,Michael O Johanns (R),NES2,s,Misc Business,159299
i,2008,Michael O Johanns (R),NES2,s,Non-contribution,11319
i,2008,Michael O Johanns (R),NES2,s,Other,227385
p,2008,Michael O Johanns (R),NES2,s,Party Cmte,937
i,2008,Michael O Johanns (R),NES2,s,Transportation,60350
p,2008,Michael O Johanns (R),NES2,s,Transportation,85500
p,2008,Michael O Johanns (R),NES2,s,Unknown,1000
i,2008,Michael O Johanns (R),NES2,s,Unknown,312608
p,2008,Mike Enzi (R),WYS2,s,Agribusiness,62000
i,2008,Mike Enzi (R),WYS2,s,Agribusiness,24694
p,2008,Mike Enzi (R),WYS2,s,Communic/Electronics,55000
i,2008,Mike Enzi (R),WYS2,s,Communic/Electronics,8050
p,2008,Mike Enzi (R),WYS2,s,Construction,43000
i,2008,Mike Enzi (R),WYS2,s,Construction,6000
i,2008,Mike Enzi (R),WYS2,s,Defense,500
p,2008,Mike Enzi (R),WYS2,s,Defense,25000
p,2008,Mike Enzi (R),WYS2,s,Energy/Nat Resource,141800
i,2008,Mike Enzi (R),WYS2,s,Energy/Nat Resource,44350
p,2008,Mike Enzi (R),WYS2,s,Finance/Insur/RealEst,319500
i,2008,Mike Enzi (R),WYS2,s,Finance/Insur/RealEst,49749
p,2008,Mike Enzi (R),WYS2,s,Health,288999
i,2008,Mike Enzi (R),WYS2,s,Health,10050
i,2008,Mike Enzi (R),WYS2,s,Ideology/Single-Issue,20850
p,2008,Mike Enzi (R),WYS2,s,Ideology/Single-Issue,155594
p,2008,Mike Enzi (R),WYS2,s,Joint Candidate Cmtes,18967
p,2008,Mike Enzi (R),WYS2,s,Labor,14000
i,2008,Mike Enzi (R),WYS2,s,Lawyers & Lobbyists,77666
